Track Name,Artist,Track URL,Duration (s),Danceability,Acousticness,Energy,Liveness,Loudness (dB),Speechiness,Tempo (BPM),Popularity,Release Date,Lyrics,Language
Chellamma,Anirudh Ravichander,https://open.spotify.com/track/7fdsoKCtpx2hYXDRMoActW,236.5,0.525,0.254,0.68,0.0601,-7.252,0.207,132.857,53,2021-10-05,"Inime Tik Tok Ellam Ingga Ban Maa
Neraa Duet Paada Vaayen Maa
Romba Strict’aa Irupatellam Podhumma
Konjjam Sweet’aa Sirichu Pesama
Chellamma Chellamma Angam Minnum Thangamma
Ponnamma Mellamma Kati Killenmma
Kannamma Kannamma Kannurendum Gun Amma
Konjama Kojima Suttu Thallenma
Polladha Vayasa Seendithaan Ponaye
Thaduthalum Unake Vizhuven Naane
Kannadi Manasa Kall Veesi Pataye
Odanjalum Katuven Unna Nanne
Mezhugu Doll’u Nee Azhagu School’u Nee
Enakku Yethava Needandi
Handsome Aalu Nee Super Cool’u Nee
Naanum Neeyundhan Semma Jodi
Podhuva Dhoni Pola Nanum Calm’u Maa
Inikki Excitement Aanen Maa
Kannal Valaya Veesi Enna Thooku Maa
Life Time Settlement Tu Nandhan Maa
Inime Tik Tok Ellam Ingga Ban Maa
Neraa Duet Paada Vaayen Maa
Romba Strict’aa Irupatellam Podhumma
Konjjam Sweet’aa Sirichu Pesama",id
"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",Dhanush,https://open.spotify.com/track/2kOH2QZB7F7I1iVXqwKuBF,142.258,0.789,0.569,0.536,0.0878,-5.432,0.0425,123.983,64,2022-08-26,Lyrics not found,en
Mundhinam,Harris Jayaraj,https://open.spotify.com/track/1n5gnI3Wue9WBpYFOIQNh1,341.386,0.474,0.237,0.548,0.0791,-8.614,0.331,193.671,64,2008-10-08,"Mundhinam partene partadum thotrene
Salladai kannagha, nenjamum ponnanathe
Ettanai naal agha unnai naan paaramal
Enga thaan poneno natkalum veenanathe
Vaanathil Nee vennila yeakkathil naan theaivathaa
Ippodhu ennodhu vandal enna
Oor parka ondraghe serndral enna
Ippodhu ennodhu vandal enna
Oor parka ondraghe serndral enna
Mundhinam partene partadum thotrene
Salladai kannagha, nenjamum ponnanathe
Ettana naal agha unnai naan paaramal
Engai thaan poneno natkalum veenanathe
Thula thottil unnai vaithu, migar seya ponnai vaitai
Thulaabaaram thoarkaatho per azhage
Mugam partum pesum unnai, mudhal kaadhal seindhum kannai
Annaikamal paaveno aaruyire
Oooh oru nilal pole, vidamal unnai thodervenadi
Pugal pole padamal patthu nagarvenadi
Vinaa nooru kanaavum nooru vidai solladi
Mundhinam partene partadum thotrene
Salladai kannagha, ullamum ponnanathe
Ittana naal agha unnai naan paaramal
Engai thaan poneno natkalum veenanathe
Kadal neelam mangum nerum aalai vandu theendum thorum
Manam sendru moolgaatho eerathile
Thalai saaike thoalum thantaai viral kottum pakkum vandai
Idal mattum ennum yen dhooratile
Pagal neram kanakal kanden urangamale
Uyirendu muraya kanden nerungamale
Unai endri eneke edhu edhirkaalame
Mundhinam partene partadum thotrene
Salladai kannagha, nenjamum ponnanathe
Ettanai naal agha unnai naan paaramal
Engai thaan poneno natkalum veenanathe
Vaanathil nee vennila yerkathil naan deivatha
Ippodhu ennodhu vandal enna
Oor parka ondraghe serndral enna
Ippodhu ennodhu vandal enna
Oor parka ondraghe serndral enna",et
Azhagana Chinna Devadhai,Shankar Mahadevan,https://open.spotify.com/track/1mIewCJuueICPkWTyKYlTx,402.84,0.651,0.093,0.732,0.105,-8.76,0.0798,171.862,41,2001-09-05,Lyrics not found,en
Munbe Vaa,A.R. Rahman,https://open.spotify.com/track/6vZj02bcQqLTYRAi4jRkw7,356.941,0.609,0.245,0.759,0.207,-9.422,0.0336,141.126,0,2006-08-02,"Albums:
VIP
Roja
Maari
Songs
:
Mixed Composers
Manmadha Rasa by Dhina (2003)
Ra Ra by Vidyasagar (2005)
Ding Dong Kovil Mani by Vidyasagar (2005)
Ragasiyamanathu Kadhal by Sirpy (2006)
Kangal Irandal by James Vasanthan (2008)
Nee Korinaal by Sharreth (2011)
Alungurae Kulungarae by Sabesh-Murali (2015)
Na Konjam Karuppu Thaan by Hiphop Tamizha (2016)
Pona Usuru by Srikanth Deva (2016)
Ore Oru Vaanam by Srikanth Deva (2016) 
Hey Chinna Chinna by Srikanth Deva (2016)
Karisa Kattu by Srikanth Deva (2016) 
Nillayo by Santhosh Narayanan (2017)
Othaiyadi Pathayila by Dhibu Ninan Thomas (2018) 
Paisa Note by Hiphop Tamizha (2019) 
Anirudh Ravichander
Local Boys (2013)
Aathi (2014)
Antarctica (2014)
Kaththi Theme...the Sword of Destiny (2014)
Bad Eyes....Villain Theme (2014)
Maari Thara Local (2015)
Don'u Don'u (2015)
Iraiva (2017) 
A.R. Rah
m
an
Chinna Chinna Aasai (1992)
Rukkumani Rukkumani (1992)
Pudhu Vellai Mazhai (1992)
Mukkabla Mukkabla (1994)
Urvashi Urvashi (1994)
Uyire Uyire (1995)
Poovukkul (1998)
Poongatrile Un Swasathai (1998) 
Marghazhi Thingal Allava (1999) 
Enna Solla Pogirai (2000)
Kadhal Sadugudu (2000)
'Pachchai Nirame (2000)
Yaro Yarodi (2000)
Kannathil Muthamittal (Female Version) (2002)
Yakkai Thiri (2004)
Unmai Sonnal (2004)
Mayilirage (2005)
Munbe Vaa (2006)
Oru Maalai (2008)
Maacho (2017)
Thenmerku Paruva Katru
Ilaiyarajaa
Aagaya Gangai (1979)
Aayiram Malargale (1979)
Poonthalir Aadai (1981)
Poththi Vachcha Malliga Mottu (1983)
Varuthu Varuthu (1983)
Chinna Chinna Vanna Kuyil (1986)
Chinnamani Kuyile (1986)
Raaja Raajathi (1988)
Unnal Mudiyum Thambi (1988) 
Kalyana Malai (1989) 
Nee Pathi Naan Pathi (1990) 
Manil Intha (1990) 
Anjali Anjali (1990)
Kadhalan Anbodu (1991)
Inji Idhupazhagi (1992)
Sempoove Poove (1996)
Ennai Thalatta Varuvala (1997) 
Ilangaathu Veesudhey (2003)
Yuvan Shankar Raja
Chudithar Aninthu (1999) 
Sha La La w/ Vidyasagar (2004)
Ayaiyo (2007)
Chinnan Sirisu (2009)
En Nenjil Oru Poo (2010)
Rowdy Baby (2018)
Deva
Uthattore Sivappe (1996)
Aval Varuvaala (1997)
Harris Jayaraj
Aagaya Suriyan (2002)
Lesa Lesa (2003) 
Ennai Konjam (2003)
Uyirin Uyire (2003)
Idhu Dhaana (2003)
Kummiyadi (2004) 
Yethi Yethi (2008)
Adiyae Kolluthey (2008)
Ennamo Yeadho (2011)
Vennilave (2012)
Jagadish Theme (2012)
Poi Varava (2012)
G.V. Prakash Kumar
Otha Sollaala (2011)
A Love Blossoms (2011)
Oru Paadhi Kadhavu (2012)
Vaangana Vanakanganna (2013)
Kangalilae (2016)
Chalmaar (2016)
Dub Theri Step (2016)
Eena Meena Teeka (2016)
D. Imman
Sollitaley Aval Kadhala (2012)
Ayayayoo Aananthamey (2012) 
Koodamela Koodavechi (2013)
Kandaangi Kandaangi (2014)
Jilla Theme (2014)
Ennama Ippidu Panringalaema (2016)
Rajinimurugan (2016)
Pona Usuru (2016)
Adadaa Ithuyenna (2016)
Lala Kadai Santhi (2017)
Kulebaa Vaa (2017)
Vijay Antony
Ussumu Laresay (2010)
Kan Irandil (2010)
Idicha Pachirisi (2010)
Nenjorathil (2016)
Non-Tamil Songs:
Barso Re
Nainowale Ne
Psycho Saiyaan
Vachinde
Kala Chasma
Lovely
Chum Chum
->",id
Pookkal Pookkum,G. V. Prakash,https://open.spotify.com/track/7hMKAmUlUUYa5qEiHWK4bk,396.466,0.589,0.844,0.424,0.169,-12.006,0.0359,119.823,66,2010-04-04,"Male : Dhana dhontha na na
Dhana dhontha na na
Dhana dhontha na na
Na na naaa
Dhana dhontha na na
Dhana dhontha na na
Dhana dhontha na na
Na na na naaa
Male : Pookal pookum tharunam aaruyirae
Paarthathaarum illaiyae
Female : Ularum kaalai pozhuthai muzhumathiyum
Pirinthu povathillaiayae
Male : Netruvarai neram poga villaiyae
Unathu aruge neram pothavillaiyae
Female : Ethuvum pesavillaiyae, indru yeno
Ethuvum thondravillaiyae.. ithu ethuvooooo..
Male : Iravum vidiyavillaiyae, athu vidinthaal
Pagalum mudiyavillaiyae..
Poonthalirae..eeeee ohhooo…
Male : Dhana dhontha na na
Dhana dhontha na na
Dhana dhontha na na
Na na naaa
Dhana dhontha na na
Dhana dhontha na na
Dhana dhontha na na
Na na na naaa",tl
Anbae Anbae,Hariharan,https://open.spotify.com/track/5FfRt0NaBuDIHpRgsiCkWu,332.428,0.684,0.0183,0.557,0.17,-11.187,0.0296,122.009,60,1998-06-27,"Clinton:
Sakiye... snegithiye, kadhallil kadhallil kadhallil niramoondu
Sakiye... snegithiye, en anbae anbae unakku niramonndu
Hariharan:
Pachai nirame pachai nirame
Icchai oothum pachai nirame
Pullin sirippum pachai nirame
Enakku sammatham tarumme
Pachai nirame pachai nirame
Illaiyin illamai pachai nirame
Unthan narimbum pachai nirame
Enakku sammatham tarumme
Enakku sammatham tarumme
Enakku sammatham tarumme
Kilaiyil kaanum kiliyin mookku
Vidalai pennin vettilai naakku
Puttam pudhiyai ratha roja
Boomi thodatha pillaiyin paatham
Ellam sivappum unthan kohbam
Ellam sivappum unthan kohbam
Anthivaanam araikkum manjal
Agni kollinthil putha manjal
Thanggathoddu janitha manjal
Kondrai poovil kulintha manjal
Manjal manjal manjal
Malai nilavin maragata manjal
Ellam thanggum unthan nenjil",id
"Velli Malare (From ""Jodi"")",S. P. Balasubrahmanyam,https://open.spotify.com/track/3xh3Uftw73Cs50QHv4KWAJ,389.185,0.535,0.429,0.86,0.155,-1.167,0.173,172.025,44,2013-12-25,Lyrics not found,en
Maruvaarthai,Sid Sriram,https://open.spotify.com/track/4FyZDLPO1ErUjzwnLrCLTA,356.718,0.561,0.0117,0.729,0.105,-6.528,0.0304,127.993,0,2017-02-11,Lyrics not found,en
Enna Solla Pogirai,Shankar Mahadevan,https://open.spotify.com/track/3kjpq6QXeJTgPbC1ed8wql,360.88,0.766,0.0303,0.438,0.0862,-13.101,0.164,82.012,2,1960-04-08,"Illai illai solla oru kanam podhum
Illai enra sollaith thaanguvadhenraal
Innum innum enakkor jenmam vendum
Enna solla pogirai
Sandhanath thenralai jannalgal dhandiththal niyaayamaa
Kaadhalin kelvikku kangalin badhil enna mounamaa mounamaa
Anbe endhan kaadhal solla nodi onru podhume
Adhai naanum meyppikkaththaane pudhu aayul vendume
Illai illai solla oru kanam podhum
Illai enra sollaith thaanguvadhenraal
Innum innum enakkor jenmam vendum
Enna sollap pogirai... enna sollap pogirai
Sandhanath thenralai jannalgal dhandiththal niyaayamaa
Kaadhalin kelvikku kangalin badhilenna mounamaa mounamaa
Anbe endhan kaadhal solla nodi onru podhume
Adhai naanum meyppikkath thaane pudhu aayul vendume
Illai illai solla oru kanam podhum
Illai enra sollaith thaanguvadhenraal
Innum innum enakkor jenmam vendum
Enna sollap pogirai... enna sollap pogirai
Idhayam oru kannaadi unadhu bimbam vizhundhadhadi
Idhudhaan un sondham idhayam sonnadhadi
Kannaadi bimbam katta kayir onrum illaiyadi
Kannaadi oonjal bimbam aadudhadi
Nee onru solladi penne illai ninru kolladi kanne
Endhan vaazhkkaiye undhan vizhivilimbil
Ennaith thuraththaadhe uyir karaiyeraadhe",et
Roja Kadale,Harris Jayaraj,https://open.spotify.com/track/7yOB0xjipPQDlcGj5PWo7I,320.853,0.734,0.0904,0.9,0.321,-4.69,0.165,142.018,54,2014-11-10,"Albums:
VIP
Roja
Maari
Songs
:
Mixed Composers
Manmadha Rasa by Dhina (2003)
Ra Ra by Vidyasagar (2005)
Ding Dong Kovil Mani by Vidyasagar (2005)
Ragasiyamanathu Kadhal by Sirpy (2006)
Kangal Irandal by James Vasanthan (2008)
Nee Korinaal by Sharreth (2011)
Alungurae Kulungarae by Sabesh-Murali (2015)
Na Konjam Karuppu Thaan by Hiphop Tamizha (2016)
Pona Usuru by Srikanth Deva (2016)
Ore Oru Vaanam by Srikanth Deva (2016) 
Hey Chinna Chinna by Srikanth Deva (2016)
Karisa Kattu by Srikanth Deva (2016) 
Nillayo by Santhosh Narayanan (2017)
Othaiyadi Pathayila by Dhibu Ninan Thomas (2018) 
Paisa Note by Hiphop Tamizha (2019) 
Anirudh Ravichander
Local Boys (2013)
Aathi (2014)
Antarctica (2014)
Kaththi Theme...the Sword of Destiny (2014)
Bad Eyes....Villain Theme (2014)
Maari Thara Local (2015)
Don'u Don'u (2015)
Iraiva (2017) 
A.R. Rah
m
an
Chinna Chinna Aasai (1992)
Rukkumani Rukkumani (1992)
Pudhu Vellai Mazhai (1992)
Mukkabla Mukkabla (1994)
Urvashi Urvashi (1994)
Uyire Uyire (1995)
Poovukkul (1998)
Poongatrile Un Swasathai (1998) 
Marghazhi Thingal Allava (1999) 
Enna Solla Pogirai (2000)
Kadhal Sadugudu (2000)
'Pachchai Nirame (2000)
Yaro Yarodi (2000)
Kannathil Muthamittal (Female Version) (2002)
Yakkai Thiri (2004)
Unmai Sonnal (2004)
Mayilirage (2005)
Munbe Vaa (2006)
Oru Maalai (2008)
Maacho (2017)
Thenmerku Paruva Katru
Ilaiyarajaa
Aagaya Gangai (1979)
Aayiram Malargale (1979)
Poonthalir Aadai (1981)
Poththi Vachcha Malliga Mottu (1983)
Varuthu Varuthu (1983)
Chinna Chinna Vanna Kuyil (1986)
Chinnamani Kuyile (1986)
Raaja Raajathi (1988)
Unnal Mudiyum Thambi (1988) 
Kalyana Malai (1989) 
Nee Pathi Naan Pathi (1990) 
Manil Intha (1990) 
Anjali Anjali (1990)
Kadhalan Anbodu (1991)
Inji Idhupazhagi (1992)
Sempoove Poove (1996)
Ennai Thalatta Varuvala (1997) 
Ilangaathu Veesudhey (2003)
Yuvan Shankar Raja
Chudithar Aninthu (1999) 
Sha La La w/ Vidyasagar (2004)
Ayaiyo (2007)
Chinnan Sirisu (2009)
En Nenjil Oru Poo (2010)
Rowdy Baby (2018)
Deva
Uthattore Sivappe (1996)
Aval Varuvaala (1997)
Harris Jayaraj
Aagaya Suriyan (2002)
Lesa Lesa (2003) 
Ennai Konjam (2003)
Uyirin Uyire (2003)
Idhu Dhaana (2003)
Kummiyadi (2004) 
Yethi Yethi (2008)
Adiyae Kolluthey (2008)
Ennamo Yeadho (2011)
Vennilave (2012)
Jagadish Theme (2012)
Poi Varava (2012)
G.V. Prakash Kumar
Otha Sollaala (2011)
A Love Blossoms (2011)
Oru Paadhi Kadhavu (2012)
Vaangana Vanakanganna (2013)
Kangalilae (2016)
Chalmaar (2016)
Dub Theri Step (2016)
Eena Meena Teeka (2016)
D. Imman
Sollitaley Aval Kadhala (2012)
Ayayayoo Aananthamey (2012) 
Koodamela Koodavechi (2013)
Kandaangi Kandaangi (2014)
Jilla Theme (2014)
Ennama Ippidu Panringalaema (2016)
Rajinimurugan (2016)
Pona Usuru (2016)
Adadaa Ithuyenna (2016)
Lala Kadai Santhi (2017)
Kulebaa Vaa (2017)
Vijay Antony
Ussumu Laresay (2010)
Kan Irandil (2010)
Idicha Pachirisi (2010)
Nenjorathil (2016)
Non-Tamil Songs:
Barso Re
Nainowale Ne
Psycho Saiyaan
Vachinde
Kala Chasma
Lovely
Chum Chum
->",id
Koodamela Koodavechi,D. Imman,https://open.spotify.com/track/102YVYHLNfgkfQP3qvDqsD,300.373,0.694,0.324,0.695,0.177,-5.035,0.0276,120.057,60,2013-10-25,"Singer(s): V. V. Prasanna
Vandana Srinivasan
Movie: Rummy
Koodamela Koodavechi koodaloore poravale
Un kooda konjam naanum vaaren
Kootikittu ponaa enna
Othayila neeyum ponaa adhu niyayama
Unnudaney naanum vaaren oru vaaramaa
Nee vaayenu sonnaalae vazhveney aagaaramaa
Nee venaanu sonnaale povendi sedhaaramaa
Koodamela Koodavechi koodaloore poravala
Nee kootikittu poga sonna
Enna sollum ooru enna
Othumaya naamum poga idhu neramaa
Dhovapola thaechi vacha karuveramaa
Naan poreney sollaama vaareny un thaaramaa
Nee thaayenu ketkaaama thaareney thaaraalamaa
Saadhathula kallu pola, nenjukulla ne irundhu
Serikkaama sadhi panura
Siyakaaya pola kannil sikkikitta podhum kooda
Uruthaama uyir kollura",et
"Aasai Aasai (From ""Dhol"")",Shankar Mahadevan,https://open.spotify.com/track/7kPQmli34iMaAl1IAJ6PRe,320.88,0.52,0.476,0.703,0.534,-7.323,0.0533,90.088,41,2013-06-27,Lyrics not found,en
Kaadhal Vaithu,Vijay Yesudas,https://open.spotify.com/track/7mAmuoXcbyjXz4rTHEOCiG,309.0,0.659,0.0268,0.776,0.197,-8.0,0.0373,100.247,0,2007-01-05,Lyrics not found,en
Asku Laska,Vijay Prakash,https://open.spotify.com/track/3PzkxdshpgSkWrEeVqTsDe,380.995,0.803,0.143,0.795,0.0706,-7.429,0.0337,99.008,14,2011-12-23,Lyrics not found,en
Othaiyadi Pathayila,Dhibu Ninan Thomas,https://open.spotify.com/track/09Z6o1yu596HJAwWZxTz4m,249.671,0.713,0.341,0.615,0.0608,-7.648,0.138,135.017,64,2018-08-23,"Albums:
VIP
Roja
Maari
Songs
:
Mixed Composers
Manmadha Rasa by Dhina (2003)
Ra Ra by Vidyasagar (2005)
Ding Dong Kovil Mani by Vidyasagar (2005)
Ragasiyamanathu Kadhal by Sirpy (2006)
Kangal Irandal by James Vasanthan (2008)
Nee Korinaal by Sharreth (2011)
Alungurae Kulungarae by Sabesh-Murali (2015)
Na Konjam Karuppu Thaan by Hiphop Tamizha (2016)
Pona Usuru by Srikanth Deva (2016)
Ore Oru Vaanam by Srikanth Deva (2016) 
Hey Chinna Chinna by Srikanth Deva (2016)
Karisa Kattu by Srikanth Deva (2016) 
Nillayo by Santhosh Narayanan (2017)
Othaiyadi Pathayila by Dhibu Ninan Thomas (2018) 
Paisa Note by Hiphop Tamizha (2019) 
Anirudh Ravichander
Local Boys (2013)
Aathi (2014)
Antarctica (2014)
Kaththi Theme...the Sword of Destiny (2014)
Bad Eyes....Villain Theme (2014)
Maari Thara Local (2015)
Don'u Don'u (2015)
Iraiva (2017) 
A.R. Rah
m
an
Chinna Chinna Aasai (1992)
Rukkumani Rukkumani (1992)
Pudhu Vellai Mazhai (1992)
Mukkabla Mukkabla (1994)
Urvashi Urvashi (1994)
